,model,year,price,transmission,mileage,engine size,mileage2,fuel type2,engine size2
1113, C Class,2017,27526,Automatic,15958,260,36.2,Petrol,3.0
1114, C Class,2015,16122,Semi-Auto,46522,30,64.2,Diesel,1.6
1115, C Class,2019,41870,Automatic,7226,145,54.3,Diesel,2.0
1116, C Class,2016,22991,Semi-Auto,9443,125,51.4,Petrol,2.0
1117, C Class,2017,28672,Automatic,25048,145,36.2,Petrol,3.0
1118, C Class,2015,12980,Semi-Auto,46500,20,65.7,Diesel,2.1
1119, C Class,2017,20990,Semi-Auto,26675,145,58.9,Diesel,2.1
1120, C Class,2018,23990,Automatic,11387,145,61.4,Diesel,2.0
1121, C Class,2019,23990,Automatic,15257,145,46.3,Petrol,1.5
1122, C Class,2019,23990,Automatic,14271,145,46.3,Petrol,1.5
1123, C Class,2019,23290,Automatic,4693,145,44.1,Petrol,1.5
1124, C Class,2018,23990,Automatic,12220,145,46.3,Petrol,1.5
1125, C Class,2019,28990,Semi-Auto,17743,145,54.3,Diesel,2.0
1126, C Class,2018,27990,Automatic,8400,145,57.7,Diesel,2.0
1127, C Class,2019,26990,Semi-Auto,12043,145,56.5,Diesel,2.0
1128, C Class,2018,25990,Automatic,12298,145,45.6,Petrol,1.5
1129, C Class,2019,29990,Automatic,12986,145,57.7,Diesel,2.0
1130, C Class,2016,17990,Semi-Auto,51300,30,64.2,Diesel,2.1
1131, C Class,2017,17990,Semi-Auto,19627,145,50.4,Petrol,2.0
1132, C Class,2017,23290,Automatic,23183,145,58.9,Diesel,2.1
1133, C Class,2017,22290,Automatic,34587,30,65.7,Diesel,2.1
1134, C Class,2013,9991,Manual,39187,160,46.3,Petrol,1.6
1135, C Class,2016,17991,Automatic,29446,160,44.8,Petrol,2.0
1136, C Class,2018,22032,Automatic,13558,145,46.3,Petrol,1.5
1137, C Class,2018,28342,Semi-Auto,10025,145,44.1,Petrol,2.0
1138, C Class,2018,28752,Semi-Auto,8786,145,57.7,Diesel,2.0
1139, C Class,2019,23995,Automatic,14141,145,46.3,Petrol,1.5
1140, C Class,2017,18299,Semi-Auto,36152,145,50.4,Petrol,2.0
1141, C Class,2019,25499,Semi-Auto,13896,145,46.3,Petrol,1.5
1142, C Class,2019,29999,Automatic,5283,145,57.7,Diesel,2.0
1143, C Class,2019,26999,Semi-Auto,3218,145,58.9,Diesel,1.6
1144, C Class,2019,30499,Semi-Auto,11159,145,54.3,Diesel,2.0
1145, C Class,2019,25799,Automatic,7508,145,64.2,Diesel,2.0
1146, C Class,2017,18999,Semi-Auto,9198,145,50.4,Petrol,2.0
1147, C Class,2019,31299,Semi-Auto,4233,145,64.2,Diesel,2.0
1148, C Class,2019,25390,Semi-Auto,7945,145,44.1,Petrol,1.6
1149, C Class,2019,24290,Semi-Auto,5542,145,42.2,Petrol,1.6
1150, C Class,2019,35991,Automatic,5376,145,30.4,Petrol,3.0
1151, C Class,2019,35791,Automatic,2910,145,64.2,Diesel,2.0
1152, C Class,2018,26492,Semi-Auto,28801,145,65.7,Diesel,2.1
1153, C Class,2020,33991,Semi-Auto,1000,145,64.2,Diesel,2.0
1154, C Class,2020,40991,Semi-Auto,1000,145,55.4,Diesel,2.0
1155, C Class,2020,34991,Semi-Auto,1000,145,43.5,Petrol,2.0
1156, C Class,2015,18736,Semi-Auto,27276,125,51.4,Petrol,2.0
1157, C Class,2019,30492,Automatic,3592,145,44.1,Petrol,2.0
1158, C Class,2019,27616,Automatic,5111,145,44.1,Petrol,2.0
1159, C Class,2016,14441,Semi-Auto,49101,125,53.3,Petrol,2.0
1160, C Class,2019,26396,Automatic,2638,145,45.6,Petrol,1.5
1161, C Class,2016,21502,Semi-Auto,17109,30,64.2,Diesel,2.1
1162, C Class,2016,25932,Semi-Auto,24420,160,43.5,Petrol,2.0
1163, C Class,2017,32552,Semi-Auto,22914,145,35.8,Petrol,3.0
1164, C Class,2019,31499,Automatic,3010,145,57.7,Diesel,2.0
1165, C Class,2019,21749,Automatic,5184,145,44.1,Petrol,1.5
1166, C Class,2019,28995,Automatic,4505,145,61.4,Diesel,2.0
1167, C Class,2018,19995,Automatic,2077,145,65.7,Diesel,1.6
1168, C Class,2019,36995,Automatic,100,145,44.1,Petrol,1.5
1169, C Class,2019,37250,Automatic,3147,145,61.4,Diesel,2.0
1170, C Class,2016,16750,Automatic,24909,30,64.2,Diesel,1.6
1172, C Class,2017,20490,Semi-Auto,50232,20,67.3,Diesel,2.1
1173, C Class,2019,48990,Semi-Auto,800,145,29.1,Petrol,3.0
1174, C Class,2019,32490,Automatic,2600,145,51.4,Diesel,2.0
1175, C Class,2020,33990,Semi-Auto,100,145,57.7,Diesel,2.0
1176, C Class,2019,28990,Automatic,5000,145,44.1,Petrol,1.6
1177, C Class,2019,46390,Automatic,2750,145,29.7,Petrol,3.0
1178, C Class,2019,37990,Automatic,2750,145,54.3,Diesel,2.0
1179, C Class,2019,31990,Automatic,100,145,64.2,Diesel,2.0
1180, C Class,2016,17590,Automatic,13020,125,50.4,Petrol,2.0
1181, C Class,2016,17750,Semi-Auto,22090,30,64.2,Diesel,2.1
1182, C Class,2017,16860,Semi-Auto,33964,30,64.2,Diesel,2.1
1183, C Class,2015,13100,Automatic,63955,20,64.2,Diesel,2.1
1184, C Class,2016,19000,Semi-Auto,37956,0,134.5,Hybrid,2.0
1185, C Class,2017,23000,Semi-Auto,17125,145,47.1,Petrol,2.0
1186, C Class,2018,19995,Semi-Auto,43288,150,60.1,Diesel,2.1
1187, C Class,2017,19000,Semi-Auto,20070,145,64.2,Diesel,2.1
1188, C Class,2016,18790,Semi-Auto,25441,0,134.5,Hybrid,2.0
1189, C Class,2018,18700,Automatic,28629,145,60.1,Diesel,2.1
1190, C Class,2019,31999,Automatic,4999,145,64.2,Diesel,2.0
1191, C Class,2019,30999,Automatic,4999,145,46.3,Petrol,1.5
1192, C Class,2019,32495,Automatic,4999,145,51.4,Diesel,2.0
1193, C Class,2019,32499,Automatic,2767,145,55.4,Diesel,2.0
1194, C Class,2019,38999,Automatic,4300,145,30.4,Petrol,3.0
1195, C Class,2019,28799,Automatic,3489,145,44.8,Petrol,1.6
1196, C Class,2017,22995,Semi-Auto,38471,145,67.3,Diesel,2.1
1197, C Class,2019,24999,Semi-Auto,14822,145,47.1,Petrol,1.5
1198, C Class,2019,24999,Automatic,11574,145,45.6,Petrol,1.5
1199, C Class,2017,23295,Automatic,25876,125,58.9,Diesel,2.1
1200, C Class,2019,31995,Semi-Auto,7992,145,57.7,Diesel,2.0
1201, C Class,2019,28999,Semi-Auto,6700,145,56.5,Diesel,2.0
1202, C Class,2016,21133,Semi-Auto,46080,30,65.7,Diesel,2.1
1203, C Class,2019,31990,Automatic,20,145,46.3,Petrol,1.5
1204, C Class,2019,34790,Automatic,3000,145,61.4,Diesel,2.0
1205, C Class,2019,23499,Automatic,14651,145,44.1,Petrol,1.5
1206, C Class,2018,27991,Semi-Auto,5386,150,65.7,Diesel,2.1
1207, C Class,2019,36791,Automatic,6664,145,64.2,Diesel,2.0
1208, C Class,2019,33790,Automatic,6325,145,47.1,Petrol,1.5
1209, C Class,2019,39790,Automatic,3700,145,61.4,Diesel,2.0
1210, C Class,2019,36791,Automatic,1765,145,46.3,Petrol,1.5
1211, C Class,2016,21991,Semi-Auto,26483,125,60.1,Diesel,2.1
1212, C Class,2019,23410,Semi-Auto,10218,145,44.1,Petrol,1.5
1213, C Class,2019,23250,Semi-Auto,9169,145,44.1,Petrol,1.5
1214, C Class,2020,39991,Semi-Auto,1173,145,55.4,Diesel,2.0
1215, C Class,2017,22052,Automatic,13567,30,64.2,Diesel,2.1
1216, C Class,2017,22495,Semi-Auto,13919,145,61.4,Diesel,2.1
1217, C Class,2019,25995,Semi-Auto,7868,145,60.1,Diesel,1.6
1218, C Class,2019,23900,Semi-Auto,14755,145,44.1,Petrol,1.5
1219, C Class,2019,29900,Semi-Auto,1342,145,44.1,Petrol,2.0
1220, C Class,2019,39400,Semi-Auto,11838,145,30.4,Petrol,3.0
1221, C Class,2019,27400,Semi-Auto,11723,145,56.5,Diesel,2.0
1222, C Class,2019,32900,Semi-Auto,3579,145,44.1,Petrol,2.0
1223, C Class,2020,34900,Semi-Auto,3478,145,44.1,Petrol,2.0
1224, C Class,2016,15900,Manual,9870,20,70.6,Diesel,1.6
1225, C Class,2018,20690,Semi-Auto,15900,145,48.7,Petrol,2.0
1226, C Class,2019,29775,Semi-Auto,5059,145,56.5,Diesel,2.0
1227, C Class,2019,22956,Automatic,13002,145,58.9,Diesel,2.0
1228, C Class,2019,27992,Semi-Auto,12838,145,55.4,Diesel,2.0
1229, C Class,2019,25316,Semi-Auto,12695,145,44.1,Petrol,1.5
1230, C Class,2019,27086,Semi-Auto,5578,145,54.3,Diesel,1.6
1231, C Class,2019,27776,Semi-Auto,6389,145,61.4,Diesel,2.0
1232, C Class,2017,18491,Semi-Auto,18390,145,50.4,Petrol,2.0
1233, C Class,2019,30181,Automatic,1786,145,55.4,Diesel,2.0
1234, C Class,2018,23480,Automatic,7351,145,40.4,Petrol,2.0
1235, C Class,2019,22678,Automatic,15133,145,61.4,Diesel,2.0
1236, C Class,2019,29480,Semi-Auto,3299,145,44.1,Petrol,2.0
1237, C Class,2018,24546,Automatic,12397,145,58.9,Diesel,2.1
1238, C Class,2019,24295,Automatic,6063,145,45.6,Petrol,1.5
1239, C Class,2017,19995,Semi-Auto,43000,125,61.4,Diesel,2.1
1240, C Class,2017,22995,Semi-Auto,20000,150,67.3,Diesel,2.1
1241, C Class,2019,26076,Semi-Auto,4510,145,61.4,Diesel,2.0
1242, C Class,2018,27872,Semi-Auto,14157,145,57.7,Diesel,2.0
1243, C Class,2018,21342,Semi-Auto,6721,145,44.1,Petrol,1.5
1244, C Class,2019,25980,Semi-Auto,9156,145,64.2,Diesel,2.0
1245, C Class,2019,26280,Semi-Auto,11923,145,51.4,Diesel,2.0
1246, C Class,2019,26795,Semi-Auto,22000,145,55.4,Diesel,2.0
1247, C Class,2020,33995,Semi-Auto,30,145,64.2,Diesel,2.0
1248, C Class,2019,25400,Semi-Auto,14682,145,45.6,Petrol,1.5
1249, C Class,2019,22900,Semi-Auto,21481,145,46.3,Petrol,1.5
1250, C Class,2020,33400,Semi-Auto,213,145,64.2,Diesel,2.0
1251, C Class,2019,28900,Semi-Auto,1416,145,43.5,Petrol,2.0
1252, C Class,2018,22900,Semi-Auto,23831,145,60.1,Diesel,2.1
1253, C Class,2019,29995,Semi-Auto,6828,150,42.2,Petrol,2.0
1254, C Class,2019,30910,Semi-Auto,11810,145,55.4,Diesel,2.0
1256, C Class,2017,24132,Semi-Auto,12586,145,58.9,Diesel,2.1
1257, C Class,2019,36991,Automatic,3498,145,64.2,Diesel,2.0
1258, C Class,2019,28706,Semi-Auto,1808,145,60.1,Diesel,1.6
1259, C Class,2017,25402,Semi-Auto,16212,145,42.2,Petrol,2.0
1260, C Class,2015,22402,Semi-Auto,21123,20,67.3,Diesel,2.1
1261, C Class,2017,23952,Automatic,20142,145,58.9,Diesel,2.1
1262, C Class,2016,17443,Semi-Auto,55877,125,60.1,Diesel,2.1
1263, C Class,2018,18700,Semi-Auto,26765,145,60.1,Diesel,2.1
1264, C Class,2019,25446,Automatic,16281,145,47.1,Petrol,1.5
1265, C Class,2019,22444,Automatic,5526,145,45.6,Petrol,1.5
1266, C Class,2016,31342,Automatic,34587,260,35.3,Petrol,3.0
1267, C Class,2017,23056,Automatic,23378,145,65.7,Diesel,2.1
1268, C Class,2015,16732,Automatic,33350,30,64.2,Diesel,2.1
1269, C Class,2018,22805,Automatic,11259,145,67.3,Diesel,2.1
1270, C Class,2017,21700,Semi-Auto,23114,145,60.1,Diesel,2.1
1271, C Class,2016,30480,Semi-Auto,51218,300,34.5,Petrol,4.0
1272, C Class,2020,47980,Semi-Auto,4462,145,29.7,Petrol,3.0
1273, C Class,2018,22498,Semi-Auto,3900,145,60.1,Diesel,2.1
1274, C Class,2016,16452,Semi-Auto,69564,30,61.4,Diesel,2.1
1275, C Class,2018,23781,Semi-Auto,25111,145,47.1,Petrol,2.0
1276, C Class,2015,19995,Semi-Auto,39000,30,62.8,Diesel,2.1
1277, C Class,2018,34995,Semi-Auto,8294,150,35.3,Petrol,3.0
1278, C Class,2017,43082,Automatic,16386,325,31.7,Petrol,4.0
1279, C Class,2017,19000,Semi-Auto,20070,145,64.2,Diesel,2.1
1280, C Class,2014,12900,Semi-Auto,24600,160,44.8,Petrol,1.6
1281, C Class,2017,21998,Semi-Auto,15935,145,61.4,Diesel,2.1
1282, C Class,2019,26998,Semi-Auto,6926,145,56.5,Diesel,2.0
1283, C Class,2014,14498,Semi-Auto,49152,20,64.2,Diesel,2.1
1284, C Class,2015,17998,Semi-Auto,24209,30,64.2,Diesel,2.1
1285, C Class,2017,18298,Semi-Auto,38195,145,64.2,Diesel,2.1
1286, C Class,2016,19998,Semi-Auto,34850,0,134.5,Hybrid,2.0
1287, C Class,2018,16498,Semi-Auto,27342,150,64.2,Diesel,2.1
1288, C Class,2017,37946,Automatic,24711,300,32.8,Petrol,4.0
1289, C Class,2016,13412,Semi-Auto,54546,125,53.3,Petrol,2.0
1290, C Class,2017,22597,Semi-Auto,23366,145,65.7,Diesel,2.1
1291, C Class,2015,16270,Automatic,38444,145,49.6,Petrol,2.0
1292, C Class,2017,22162,Semi-Auto,48142,20,67.3,Diesel,2.1
1293, C Class,2017,17681,Semi-Auto,16607,145,51.4,Petrol,2.0
1294, C Class,2017,33322,Semi-Auto,32376,300,34.5,Petrol,4.0
1295, C Class,2019,26356,Semi-Auto,4128,145,61.4,Diesel,2.0
1296, C Class,2014,14990,Semi-Auto,57499,125,60.1,Diesel,2.1
1297, C Class,2015,14490,Semi-Auto,51866,20,64.2,Diesel,2.1
1298, C Class,2016,13680,Manual,40880,20,70.6,Diesel,1.6
1299, C Class,2019,23490,Semi-Auto,14833,145,61.4,Diesel,2.0
1300, C Class,2017,20990,Semi-Auto,30447,150,61.4,Diesel,2.1
1301, C Class,2018,20490,Semi-Auto,11773,150,49.6,Petrol,2.0
1302, C Class,2017,18990,Semi-Auto,41935,30,64.2,Diesel,2.1
1303, C Class,2019,24490,Semi-Auto,6247,150,64.2,Diesel,2.0
1304, C Class,2016,20990,Semi-Auto,14704,150,49.6,Petrol,2.0
1305, C Class,2019,31890,Automatic,1499,145,44.1,Petrol,2.0
1306, C Class,2019,29890,Automatic,1499,145,54.3,Diesel,1.6
1307, C Class,2019,33490,Semi-Auto,2440,145,55.4,Diesel,2.0
1308, C Class,2016,24950,Semi-Auto,17635,20,67.3,Diesel,2.1
1309, C Class,2017,23450,Automatic,18199,125,61.4,Diesel,2.1
1310, C Class,2016,19440,Semi-Auto,29409,0,134.5,Hybrid,2.0
1311, C Class,2017,19945,Semi-Auto,16425,145,64.2,Diesel,1.6
1312, C Class,2019,34255,Semi-Auto,2088,145,44.1,Petrol,2.0
1313, C Class,2019,26750,Automatic,2591,145,44.1,Petrol,1.5
1314, C Class,2019,29450,Automatic,7275,145,61.4,Diesel,2.0
1315, C Class,2016,11525,Manual,61633,125,53.3,Petrol,2.0
1316, C Class,2019,23254,Automatic,12605,145,61.4,Diesel,2.0
1317, C Class,2017,20495,Automatic,26367,145,48.7,Petrol,2.0
1318, C Class,2015,17435,Automatic,33384,125,60.1,Diesel,2.1
1319, C Class,2016,23060,Semi-Auto,27830,125,61.4,Diesel,2.1
1320, C Class,2016,18498,Semi-Auto,30490,0,134.5,Hybrid,2.0
1321, C Class,2016,14998,Semi-Auto,66732,0,78.5,Hybrid,2.1
1322, C Class,2016,15495,Automatic,72676,0,134.5,Hybrid,2.0
1323, C Class,2013,11900,Semi-Auto,33925,160,44.8,Petrol,1.6
1324, C Class,2019,44000,Semi-Auto,3999,145,29.7,Petrol,3.0
1325, C Class,2019,30500,Semi-Auto,2105,145,61.4,Diesel,2.0
1326, C Class,2016,17450,Semi-Auto,21875,30,64.2,Diesel,1.6
1327, C Class,2016,10749,Manual,91751,20,65.7,Diesel,2.1
1328, C Class,2015,13999,Manual,42407,20,68.9,Diesel,2.1
1329, C Class,2019,28480,Semi-Auto,1998,145,54.3,Diesel,1.6
1330, C Class,2019,28480,Semi-Auto,1998,145,46.3,Petrol,1.5
1331, C Class,2019,29480,Semi-Auto,1998,145,47.1,Petrol,1.5
1332, C Class,2019,26480,Semi-Auto,15006,145,61.4,Diesel,2.0
1333, C Class,2019,25980,Semi-Auto,12436,145,47.1,Petrol,1.5
1334, C Class,2019,26980,Semi-Auto,11423,145,61.4,Diesel,2.0
1335, C Class,2019,25980,Semi-Auto,12810,145,45.6,Petrol,1.5
1336, C Class,2018,19980,Semi-Auto,26119,145,61.4,Diesel,2.1
1337, C Class,2019,27980,Semi-Auto,4833,145,60.1,Diesel,1.6
1338, C Class,2018,24600,Semi-Auto,8223,145,61.4,Diesel,2.1
1339, C Class,2019,23480,Semi-Auto,14402,145,61.4,Diesel,2.0
1340, C Class,2016,16690,Semi-Auto,14314,30,65.7,Diesel,1.6
1341, C Class,2019,23799,Automatic,5762,145,45.6,Petrol,1.5
1342, C Class,2018,21299,Semi-Auto,5628,150,60.1,Diesel,2.1
1343, C Class,2017,19795,Semi-Auto,21000,30,64.2,Diesel,2.1
1344, C Class,2017,19995,Semi-Auto,36814,145,48.7,Petrol,2.0
1345, C Class,2016,15429,Semi-Auto,50446,30,65.7,Diesel,1.6
1346, C Class,2019,29495,Automatic,4999,145,64.2,Diesel,2.0
1347, C Class,2016,21995,Semi-Auto,13457,30,64.2,Diesel,2.1
1348, C Class,2019,26995,Semi-Auto,6447,145,64.2,Diesel,2.0
1349, C Class,2014,16999,Semi-Auto,33593,30,64.2,Diesel,2.1
1350, C Class,2015,18799,Semi-Auto,37890,30,64.2,Diesel,2.1
1351, C Class,2014,13490,Semi-Auto,68422,30,64.2,Diesel,2.1
1352, C Class,2013,9990,Semi-Auto,41842,145,56.5,Diesel,2.1
1353, C Class,2017,18490,Semi-Auto,46430,150,61.4,Diesel,2.1
1354, C Class,2013,9990,Semi-Auto,41841,145,56.5,Diesel,2.1
1355, C Class,2014,13490,Semi-Auto,68422,30,64.2,Diesel,2.1
1356, C Class,2019,40000,Semi-Auto,4504,145,30.4,Petrol,3.0
1357, C Class,2019,29980,Semi-Auto,1998,145,47.1,Petrol,1.5
1358, C Class,2019,24680,Semi-Auto,10795,145,45.6,Petrol,1.5
1359, C Class,2019,20980,Semi-Auto,13253,145,61.4,Diesel,2.0
1360, C Class,2019,27000,Semi-Auto,7721,145,44.1,Petrol,2.0
1361, C Class,2019,22980,Semi-Auto,7442,145,44.1,Petrol,1.5
1362, C Class,2018,33980,Semi-Auto,13983,145,35.3,Petrol,3.0
1363, C Class,2017,14690,Manual,41814,30,65.7,Diesel,1.6
1364, C Class,2019,29496,Automatic,6052,145,54.3,Diesel,2.0
1365, C Class,2019,23995,Semi-Auto,10441,145,45.6,Petrol,1.5
1366, C Class,2019,25799,Automatic,2177,145,47.1,Petrol,1.5
1367, C Class,2019,30899,Automatic,860,145,46.3,Petrol,1.5
1368, C Class,2019,28499,Automatic,2646,145,47.1,Petrol,1.5
1369, C Class,2019,29499,Automatic,1676,145,51.4,Diesel,2.0
1370, C Class,2019,30799,Automatic,1812,145,46.3,Petrol,1.5
1371, C Class,2019,31999,Automatic,1097,145,51.4,Diesel,2.0
1372, C Class,2019,26599,Automatic,1566,145,60.1,Diesel,1.6
1373, C Class,2019,31999,Semi-Auto,5110,145,42.2,Petrol,2.0
1374, C Class,2019,28299,Automatic,1142,145,44.1,Petrol,2.0
1375, C Class,2019,28000,Automatic,584,145,53.3,Diesel,2.0
1376, C Class,2019,27000,Automatic,1196,145,46.3,Petrol,1.5
1377, C Class,2020,31480,Semi-Auto,19,145,64.2,Diesel,2.0
1378, C Class,2020,30480,Semi-Auto,1989,145,64.2,Diesel,2.0
1379, C Class,2019,41500,Semi-Auto,2317,145,29.4,Petrol,3.0
1380, C Class,2019,44480,Semi-Auto,1752,145,29.7,Petrol,3.0
1381, C Class,2016,17980,Semi-Auto,39025,125,51.4,Petrol,2.0
1382, C Class,2017,17480,Semi-Auto,38546,30,62.8,Diesel,2.1
1383, C Class,2018,19980,Semi-Auto,3891,145,44.1,Petrol,1.5
1384, C Class,2017,19480,Semi-Auto,16419,30,64.2,Diesel,2.1
1385, C Class,2017,19680,Semi-Auto,16852,30,64.2,Diesel,2.1
1386, C Class,2017,19280,Semi-Auto,43855,145,61.4,Diesel,2.1
1387, C Class,2017,22480,Semi-Auto,19560,30,64.2,Diesel,2.1
1388, C Class,2019,22980,Semi-Auto,16302,145,45.6,Petrol,1.5
1389, C Class,2019,23480,Semi-Auto,10934,145,45.6,Petrol,1.5
1390, C Class,2019,19980,Semi-Auto,14379,145,46.3,Petrol,1.5
1391, C Class,2020,42980,Semi-Auto,3999,145,28.8,Petrol,3.0
1392, C Class,2019,19980,Semi-Auto,14285,145,46.3,Petrol,1.5
1393, C Class,2019,29999,Semi-Auto,5276,145,54.3,Diesel,2.0
1394, C Class,2019,26479,Semi-Auto,7578,145,47.1,Petrol,1.5
1395, C Class,2019,19980,Semi-Auto,13936,145,46.3,Petrol,1.5
1396, C Class,2018,19480,Semi-Auto,15096,145,61.4,Diesel,2.0
1397, C Class,2019,24980,Semi-Auto,4737,145,45.6,Petrol,1.5
1398, C Class,2019,24980,Semi-Auto,6894,145,45.6,Petrol,1.5
1399, C Class,2016,34380,Semi-Auto,15554,260,35.3,Petrol,3.0
1400, C Class,2018,25280,Automatic,4944,145,58.9,Diesel,2.1
1401, C Class,2019,30000,Semi-Auto,9062,145,57.7,Diesel,2.0
1402, C Class,2019,24980,Automatic,7811,145,45.6,Petrol,1.5
1403, C Class,2016,18480,Automatic,25845,30,64.2,Diesel,2.1
1404, C Class,2016,17280,Semi-Auto,44335,30,64.2,Diesel,2.1
1405, C Class,2019,19980,Semi-Auto,14203,145,46.3,Petrol,1.5
1406, C Class,2019,28980,Semi-Auto,9477,145,56.5,Diesel,2.0
1407, C Class,2019,22280,Semi-Auto,19358,145,61.4,Diesel,2.0
1408, C Class,2019,26480,Semi-Auto,13708,145,61.4,Diesel,2.0
1409, C Class,2019,26480,Semi-Auto,14636,145,61.4,Diesel,2.0
1410, C Class,2019,25980,Semi-Auto,14284,145,61.4,Diesel,2.0
1411, C Class,2019,26980,Semi-Auto,9477,145,61.4,Diesel,2.0
1412, C Class,2019,25780,Semi-Auto,16900,145,47.1,Petrol,1.5
1413, C Class,2019,19980,Semi-Auto,14568,145,46.3,Petrol,1.5
1414, C Class,2019,33780,Semi-Auto,1980,145,44.1,Petrol,1.5
1415, C Class,2019,29980,Semi-Auto,2986,145,53.3,Diesel,2.0
1416, C Class,2019,31480,Semi-Auto,2090,145,46.3,Petrol,1.5
1417, C Class,2019,31980,Semi-Auto,3162,145,46.3,Petrol,1.5
1418, C Class,2019,30500,Semi-Auto,4010,145,61.4,Diesel,2.0
1419, C Class,2019,30480,Semi-Auto,4688,145,61.4,Diesel,2.0
1420, C Class,2019,33480,Semi-Auto,2330,145,57.7,Diesel,2.0
1421, C Class,2019,29980,Semi-Auto,2190,145,53.3,Diesel,2.0
1422, C Class,2019,29980,Semi-Auto,2143,145,54.3,Diesel,1.6
1423, C Class,2019,21480,Manual,2332,145,47.1,Petrol,1.6
1424, C Class,2016,16980,Semi-Auto,17259,20,65.7,Diesel,2.1
1425, C Class,2016,16020,Manual,11972,30,65.7,Diesel,1.6
1426, C Class,2016,16991,Semi-Auto,57881,20,64.2,Diesel,2.1
1427, C Class,2018,42525,Semi-Auto,10467,150,32.8,Petrol,4.0
1428, C Class,2017,21220,Semi-Auto,32228,125,58.9,Diesel,2.1
1429, C Class,2017,26455,Automatic,8514,145,58.9,Diesel,2.1
1430, C Class,2015,19825,Automatic,58873,20,67.3,Diesel,2.1
1431, C Class,2017,21544,Automatic,16900,30,64.2,Diesel,2.1
1432, C Class,2019,35500,Automatic,2001,145,64.2,Diesel,2.0
1433, C Class,2019,35250,Automatic,2001,145,61.4,Diesel,2.0
1434, C Class,2019,31980,Semi-Auto,1854,145,46.3,Petrol,1.5
1435, C Class,2019,30980,Semi-Auto,1995,145,64.2,Diesel,2.0
1436, C Class,2019,29480,Semi-Auto,2998,145,47.1,Petrol,1.5
1437, C Class,2019,39500,Semi-Auto,3466,145,30.4,Petrol,3.0
1438, C Class,2019,26680,Semi-Auto,16548,145,46.3,Petrol,1.5
1439, C Class,2016,18780,Semi-Auto,38436,0,134.5,Hybrid,2.0
1440, C Class,2019,33283,Automatic,6388,145,57.7,Diesel,2.0
1441, C Class,2019,29650,Automatic,4501,145,64.2,Diesel,2.0
1442, C Class,2019,65000,Semi-Auto,3398,145,27.2,Petrol,4.0
1443, C Class,2019,29885,Automatic,6435,145,44.1,Petrol,2.0
1444, C Class,2019,29945,Automatic,5877,145,44.1,Petrol,2.0
1445, C Class,2017,23965,Automatic,22919,145,47.1,Petrol,2.0
1446, C Class,2018,27725,Automatic,13037,145,57.7,Diesel,2.0
1447, C Class,2019,28315,Semi-Auto,10042,145,56.5,Diesel,2.0
1448, C Class,2016,25290,Automatic,23274,160,44.1,Petrol,2.0
1449, C Class,2019,28450,Automatic,4001,145,51.4,Diesel,2.0
1450, C Class,2017,14680,Manual,32910,20,70.6,Diesel,2.1
1451, C Class,2017,22980,Semi-Auto,22894,145,47.1,Petrol,2.0
1452, C Class,2017,19980,Semi-Auto,22422,145,61.4,Diesel,2.1
1453, C Class,2017,18980,Semi-Auto,23589,30,64.2,Diesel,2.1
1454, C Class,2017,19980,Semi-Auto,29198,30,64.2,Diesel,2.1
1455, C Class,2017,24480,Automatic,19402,145,44.1,Petrol,2.0
1456, C Class,2017,19980,Automatic,46295,30,64.2,Diesel,2.1
1457, C Class,2016,29780,Semi-Auto,26057,260,35.8,Petrol,3.0
1458, C Class,2019,29480,Semi-Auto,34,145,47.1,Petrol,1.5
1459, C Class,2017,24980,Automatic,18941,145,58.9,Diesel,2.1
1460, C Class,2017,23980,Automatic,13973,145,54.3,Diesel,2.1
1461, C Class,2019,29500,Semi-Auto,6643,145,44.1,Petrol,2.0
1462, C Class,2019,27480,Semi-Auto,5090,145,61.4,Diesel,2.0
1463, C Class,2017,23415,Semi-Auto,6955,30,64.2,Diesel,2.1
1464, C Class,2019,29500,Semi-Auto,6922,145,44.1,Petrol,2.0
1465, C Class,2019,23980,Semi-Auto,13864,145,61.4,Diesel,2.0
1466, C Class,2019,25080,Semi-Auto,3131,145,42.2,Petrol,1.5
1467, C Class,2019,26980,Semi-Auto,15275,145,44.1,Petrol,2.0
1468, C Class,2016,16680,Semi-Auto,45588,20,64.2,Diesel,2.1
1469, C Class,2018,22980,Semi-Auto,11827,145,60.1,Diesel,2.1
1470, C Class,2019,39000,Semi-Auto,2857,145,30.4,Petrol,3.0
1471, C Class,2019,29980,Semi-Auto,3049,145,61.4,Diesel,2.0
1472, C Class,2019,29980,Semi-Auto,1568,145,60.1,Diesel,1.6
1473, C Class,2017,22980,Semi-Auto,29909,125,60.1,Diesel,2.1
1474, C Class,2016,18780,Semi-Auto,40197,0,134.5,Hybrid,2.0
1475, C Class,2019,30980,Semi-Auto,1250,145,61.4,Diesel,2.0
1476, C Class,2018,28480,Semi-Auto,3748,145,44.1,Petrol,1.5
1477, C Class,2019,20480,Semi-Auto,14568,145,46.3,Petrol,1.5
1478, C Class,2019,27280,Semi-Auto,7268,145,46.3,Petrol,1.5
1479, C Class,2019,27980,Semi-Auto,10982,145,44.1,Petrol,1.5
1480, C Class,2019,24980,Semi-Auto,7043,145,45.6,Petrol,1.5
1481, C Class,2019,28180,Automatic,5477,145,58.9,Diesel,2.1
