,model,year,price,transmission,mileage,engine size,mileage2,fuel type2,engine size2
2123, C Class,2019,36599,Semi-Auto,124,145,41.5,Petrol,2.0
2124, C Class,2019,33699,Semi-Auto,2200,145,57.7,Diesel,2.0
2125, C Class,2019,49499,Semi-Auto,358,145,29.1,Petrol,3.0
2126, C Class,2020,33469,Semi-Auto,1000,145,54.3,Diesel,1.6
2127, C Class,2013,12999,Automatic,23790,145,53.3,Diesel,2.1
2128, C Class,2016,19999,Semi-Auto,17807,125,51.4,Petrol,2.0
2129, C Class,2019,25399,Semi-Auto,13636,145,47.1,Petrol,1.5
2130, C Class,2019,26249,Semi-Auto,8588,145,47.1,Petrol,1.5
2131, C Class,2019,20249,Semi-Auto,10918,145,46.3,Petrol,1.5
2132, C Class,2019,19849,Semi-Auto,14085,145,46.3,Petrol,1.5
2133, C Class,2019,25599,Semi-Auto,12187,145,47.1,Petrol,1.5
2134, C Class,2019,24799,Semi-Auto,13012,145,46.3,Petrol,1.5
2135, C Class,2019,24799,Semi-Auto,12999,145,46.3,Petrol,1.5
2136, C Class,2017,37199,Semi-Auto,5376,145,35.3,Petrol,3.0
2137, C Class,2016,18349,Semi-Auto,22000,30,64.2,Diesel,2.1
2138, C Class,2019,27199,Semi-Auto,5926,145,56.5,Diesel,2.0
2139, C Class,2019,29249,Semi-Auto,1768,145,57.7,Diesel,2.0
2140, C Class,2018,17999,Semi-Auto,15998,145,64.2,Diesel,2.1
2141, C Class,2019,25199,Semi-Auto,15238,145,61.4,Diesel,2.0
2142, C Class,2019,29749,Semi-Auto,10,145,61.4,Diesel,2.0
2143, C Class,2019,43049,Semi-Auto,7351,145,30.4,Petrol,3.0
2144, C Class,2019,41949,Semi-Auto,8315,145,29.7,Petrol,3.0
2145, C Class,2019,40649,Semi-Auto,11130,145,30.4,Petrol,3.0
2146, C Class,2016,21999,Semi-Auto,20801,30,64.2,Diesel,2.1
2147, C Class,2017,17890,Semi-Auto,26514,145,61.4,Diesel,2.1
2148, C Class,2019,29427,Semi-Auto,3085,145,44.1,Petrol,2.0
2149, C Class,2019,27690,Semi-Auto,8070,145,44.1,Petrol,2.0
2150, C Class,2020,33800,Semi-Auto,2406,145,47.1,Petrol,1.5
2151, C Class,2020,29990,Semi-Auto,99,145,64.2,Diesel,2.0
2152, C Class,2020,33990,Semi-Auto,99,145,48.7,Diesel,2.0
2153, C Class,2019,29000,Semi-Auto,9809,145,57.7,Diesel,2.0
2154, C Class,2019,30200,Semi-Auto,4589,145,64.2,Diesel,2.0
2155, C Class,2019,30132,Semi-Auto,7165,145,57.7,Diesel,2.0
2156, C Class,2019,30000,Semi-Auto,8750,145,57.7,Diesel,2.0
2157, C Class,2019,33599,Semi-Auto,1000,145,44.1,Petrol,2.0
2158, C Class,2019,31999,Semi-Auto,1000,145,61.4,Diesel,2.0
2159, C Class,2019,33799,Semi-Auto,2014,145,57.7,Diesel,2.0
2160, C Class,2015,15991,Semi-Auto,35000,125,60.1,Diesel,2.1
2161, C Class,2017,14990,Semi-Auto,76982,0,134.5,Hybrid,2.0
2162, C Class,2019,25900,Semi-Auto,9625,150,47.1,Petrol,1.5
2163, C Class,2016,20890,Semi-Auto,25726,20,68.9,Diesel,2.1
2164, C Class,2018,26000,Semi-Auto,19800,145,42.2,Petrol,2.0
2165, C Class,2017,25490,Semi-Auto,9714,30,65.7,Diesel,2.1
2166, C Class,2019,23000,Semi-Auto,14627,145,46.3,Petrol,1.5
2167, C Class,2019,26299,Semi-Auto,9163,145,46.3,Petrol,1.5
2168, C Class,2019,19999,Semi-Auto,13591,145,46.3,Petrol,1.5
2169, C Class,2019,29399,Semi-Auto,4208,145,57.7,Diesel,2.0
2170, C Class,2014,14999,Semi-Auto,39501,20,64.2,Diesel,2.1
2171, C Class,2014,11999,Semi-Auto,28000,150,47.9,Petrol,1.6
2172, C Class,2019,25399,Semi-Auto,3585,145,44.1,Petrol,1.5
2173, C Class,2019,20799,Semi-Auto,13356,145,61.4,Diesel,2.0
2174, C Class,2019,20299,Semi-Auto,14375,145,61.4,Diesel,2.0
2175, C Class,2019,19849,Semi-Auto,14085,145,46.3,Petrol,1.5
2176, C Class,2019,26899,Semi-Auto,2000,145,45.6,Petrol,1.5
2177, C Class,2019,30399,Semi-Auto,7163,145,54.3,Diesel,2.0
2178, C Class,2019,26399,Semi-Auto,3553,145,47.9,Petrol,2.0
2179, C Class,2019,24699,Semi-Auto,4040,145,46.3,Petrol,1.5
2180, C Class,2019,32069,Semi-Auto,1000,145,64.2,Diesel,2.0
2181, C Class,2019,30599,Semi-Auto,4504,145,44.1,Petrol,2.0
2182, C Class,2019,28799,Semi-Auto,5136,145,60.1,Diesel,1.6
2183, C Class,2019,30099,Semi-Auto,4701,145,54.3,Diesel,1.6
2184, C Class,2019,32429,Semi-Auto,1000,145,57.7,Diesel,2.0
2185, C Class,2019,33599,Semi-Auto,2679,145,57.7,Diesel,2.0
2186, C Class,2018,25949,Semi-Auto,11961,145,65.7,Diesel,2.1
2187, C Class,2019,29399,Semi-Auto,7224,145,61.4,Diesel,2.0
2188, C Class,2019,32049,Semi-Auto,2365,145,57.7,Diesel,2.0
2189, C Class,2018,23149,Semi-Auto,17000,145,61.4,Diesel,2.1
2190, C Class,2019,28999,Semi-Auto,4938,145,61.4,Diesel,2.0
2191, C Class,2014,14299,Semi-Auto,47399,20,64.2,Diesel,2.1
2192, C Class,2019,25389,Semi-Auto,2000,145,45.6,Petrol,1.5
2193, C Class,2019,25389,Semi-Auto,2000,145,45.6,Petrol,1.5
2194, C Class,2019,24389,Semi-Auto,2000,145,44.1,Petrol,1.5
2195, C Class,2019,26899,Semi-Auto,2000,145,45.6,Petrol,1.5
2196, C Class,2019,30749,Semi-Auto,2000,145,44.1,Petrol,2.0
2197, C Class,2019,20999,Semi-Auto,9883,145,61.4,Diesel,2.0
2198, C Class,2018,18899,Semi-Auto,13924,145,46.3,Petrol,1.5
2199, C Class,2019,34579,Semi-Auto,1000,145,44.1,Petrol,1.5
2200, C Class,2015,17399,Semi-Auto,21019,20,64.2,Diesel,2.1
2201, C Class,2017,24999,Semi-Auto,21210,145,65.7,Diesel,2.1
2202, C Class,2019,26099,Semi-Auto,5433,145,45.6,Petrol,1.5
2203, C Class,2017,15999,Semi-Auto,34301,20,65.7,Diesel,2.1
2204, C Class,2019,30099,Semi-Auto,2924,145,56.5,Diesel,2.0
2205, C Class,2019,30299,Semi-Auto,4284,145,55.4,Diesel,2.0
2206, C Class,2019,25399,Semi-Auto,10260,145,44.1,Petrol,1.5
2207, C Class,2019,26599,Semi-Auto,8912,145,61.4,Diesel,2.0
2208, C Class,2019,25449,Semi-Auto,13280,145,47.1,Petrol,1.5
2209, C Class,2019,25699,Semi-Auto,11793,145,47.1,Petrol,1.5
2210, C Class,2019,20299,Semi-Auto,14271,145,46.3,Petrol,1.5
2211, C Class,2019,29949,Semi-Auto,8208,145,57.7,Diesel,2.0
2212, C Class,2019,20449,Semi-Auto,13181,145,46.3,Petrol,1.5
2213, C Class,2019,25549,Semi-Auto,14995,145,61.4,Diesel,2.0
2214, C Class,2019,25349,Semi-Auto,9687,145,46.3,Petrol,1.5
2215, C Class,2019,28300,Semi-Auto,6519,145,44.1,Petrol,2.0
2216, C Class,2019,28000,Semi-Auto,11549,145,44.1,Petrol,2.0
2217, C Class,2019,28800,Semi-Auto,3116,145,44.1,Petrol,2.0
2218, C Class,2019,29000,Semi-Auto,4650,145,44.1,Petrol,2.0
2219, C Class,2019,25000,Semi-Auto,481,145,45.6,Petrol,1.5
2220, C Class,2019,29000,Semi-Auto,2198,145,47.1,Petrol,1.5
2221, C Class,2019,41000,Semi-Auto,5339,145,28.8,Petrol,3.0
2222, C Class,2019,31450,Semi-Auto,5104,145,57.7,Diesel,2.0
2223, C Class,2019,31500,Semi-Auto,7000,145,57.7,Diesel,2.0
2224, C Class,2016,13000,Automatic,53065,20,65.7,Diesel,2.1
2225, C Class,2019,25299,Semi-Auto,4004,145,44.1,Petrol,1.5
2226, C Class,2019,25599,Semi-Auto,2648,145,44.1,Petrol,1.5
2227, C Class,2019,26599,Semi-Auto,12961,145,47.1,Petrol,1.5
2228, C Class,2019,28099,Semi-Auto,20001,145,61.4,Diesel,2.0
2229, C Class,2019,24599,Semi-Auto,9905,145,58.9,Diesel,2.0
2230, C Class,2019,27349,Semi-Auto,5917,145,64.2,Diesel,2.0
2231, C Class,2019,29549,Semi-Auto,5071,145,55.4,Diesel,2.0
2232, C Class,2019,29999,Semi-Auto,7193,145,44.1,Petrol,2.0
2233, C Class,2019,29399,Semi-Auto,8123,145,57.7,Diesel,2.0
2234, C Class,2018,25999,Automatic,7317,145,46.3,Petrol,1.5
2235, C Class,2019,41099,Semi-Auto,8370,145,29.4,Petrol,3.0
2236, C Class,2017,24000,Automatic,17030,125,58.9,Diesel,2.1
2237, C Class,2014,16450,Semi-Auto,27032,30,64.2,Diesel,2.1
2238, C Class,2017,19750,Semi-Auto,27959,150,41.5,Petrol,2.0
2239, C Class,2019,52000,Automatic,5072,145,34.5,Petrol,4.0
2240, C Class,2016,20299,Semi-Auto,6605,125,51.4,Petrol,2.0
2241, C Class,2016,21600,Semi-Auto,33028,30,65.7,Diesel,2.1
2242, C Class,2019,27750,Semi-Auto,2192,145,46.3,Petrol,1.5
2243, C Class,2019,24600,Semi-Auto,9174,145,45.6,Petrol,1.5
2244, C Class,2019,24700,Semi-Auto,12944,145,61.4,Diesel,2.0
2245, C Class,2018,22000,Semi-Auto,11439,145,46.3,Petrol,1.5
2246, C Class,2019,24500,Semi-Auto,2827,145,45.6,Petrol,1.5
2247, C Class,2019,30300,Semi-Auto,4000,145,54.3,Diesel,1.6
2248, C Class,2019,25799,Semi-Auto,10996,145,47.1,Petrol,1.5
2249, C Class,2019,28499,Semi-Auto,15096,145,64.2,Diesel,2.0
2250, C Class,2019,29899,Semi-Auto,8601,145,57.7,Diesel,2.0
2252, C Class,2016,29189,Semi-Auto,20000,260,36.2,Petrol,3.0
2253, C Class,2016,18449,Semi-Auto,23077,30,64.2,Diesel,2.1
2254, C Class,2017,20700,Semi-Auto,18346,150,61.4,Diesel,2.1
2255, C Class,2017,19350,Semi-Auto,35707,30,61.4,Diesel,2.1
2256, C Class,2019,28000,Semi-Auto,15026,150,64.2,Diesel,2.0
2257, C Class,2019,62199,Semi-Auto,95,145,28.5,Petrol,4.0
2258, C Class,2019,33699,Semi-Auto,1604,145,42.2,Petrol,2.0
2259, C Class,2019,24699,Semi-Auto,6783,145,44.1,Petrol,1.5
2260, C Class,2018,22549,Semi-Auto,19656,145,61.4,Diesel,2.0
2261, C Class,2019,24299,Semi-Auto,12321,145,58.9,Diesel,2.0
2262, C Class,2019,29699,Semi-Auto,5230,145,61.4,Diesel,2.0
2263, C Class,2019,29899,Semi-Auto,8447,145,57.7,Diesel,2.0
2264, C Class,2019,25699,Semi-Auto,13044,145,61.4,Diesel,2.0
2265, C Class,2019,69399,Semi-Auto,1615,145,28.0,Petrol,4.0
2266, C Class,2019,29199,Semi-Auto,4456,145,47.1,Petrol,1.5
2267, C Class,2019,31899,Semi-Auto,4300,145,46.3,Petrol,1.5
2268, C Class,2019,45199,Semi-Auto,7635,145,30.4,Petrol,3.0
2269, C Class,2019,33599,Semi-Auto,1000,145,44.1,Petrol,2.0
2270, C Class,2019,23879,Manual,1000,145,47.1,Petrol,1.6
2271, C Class,2019,23879,Manual,1000,145,47.1,Petrol,1.6
2272, C Class,2019,23499,Manual,712,145,47.1,Petrol,1.6
2273, C Class,2019,22899,Manual,4387,145,47.1,Petrol,1.6
2274, C Class,2019,23299,Manual,1617,145,47.1,Petrol,1.6
2275, C Class,2019,29199,Semi-Auto,1357,145,46.3,Petrol,1.5
2276, C Class,2019,34299,Semi-Auto,3938,145,55.4,Diesel,2.0
2277, C Class,2016,20449,Semi-Auto,11017,30,64.2,Diesel,2.1
2278, C Class,2017,23899,Semi-Auto,20604,145,65.7,Diesel,2.1
2279, C Class,2019,32099,Semi-Auto,724,145,64.2,Diesel,2.0
2280, C Class,2019,34449,Semi-Auto,4070,145,54.3,Diesel,2.0
2281, C Class,2019,20449,Semi-Auto,13755,145,61.4,Diesel,2.0
2282, C Class,2019,20349,Semi-Auto,13910,145,46.3,Petrol,1.5
2283, C Class,2018,28499,Semi-Auto,7661,145,54.3,Diesel,2.0
2284, C Class,2019,22899,Semi-Auto,14959,145,61.4,Diesel,2.0
2285, C Class,2019,29299,Semi-Auto,5979,145,44.1,Petrol,2.0
2286, C Class,2019,30899,Semi-Auto,7942,145,57.7,Diesel,2.0
2287, C Class,2019,25799,Semi-Auto,1000,145,45.6,Petrol,1.5
2288, C Class,2019,23399,Semi-Auto,3342,145,44.1,Petrol,1.5
2289, C Class,2019,32199,Semi-Auto,2985,145,44.1,Petrol,1.5
2290, C Class,2019,30599,Semi-Auto,4272,145,44.1,Petrol,2.0
2291, C Class,2019,25899,Semi-Auto,6765,145,45.6,Petrol,1.5
2292, C Class,2019,28500,Semi-Auto,5107,150,47.1,Petrol,1.5
2293, C Class,2019,25949,Semi-Auto,12722,145,61.4,Diesel,2.0
2294, C Class,2019,25499,Semi-Auto,15414,145,61.4,Diesel,2.0
2295, C Class,2019,33299,Semi-Auto,2000,145,54.3,Diesel,2.0
2296, C Class,2018,27299,Semi-Auto,3150,145,61.4,Diesel,2.0
2297, C Class,2019,31609,Semi-Auto,1000,145,64.2,Diesel,2.0
2298, C Class,2019,28000,Semi-Auto,9231,145,57.7,Diesel,2.0
2299, C Class,2019,24450,Semi-Auto,15004,145,61.4,Diesel,2.0
2300, C Class,2018,25000,Semi-Auto,11150,145,67.3,Diesel,2.1
2301, C Class,2018,25000,Automatic,11048,145,65.7,Diesel,2.1
2302, C Class,2019,44000,Semi-Auto,8023,145,29.7,Petrol,3.0
2303, C Class,2019,25000,Semi-Auto,10000,145,60.1,Diesel,1.6
2304, C Class,2019,24500,Semi-Auto,9200,145,45.6,Petrol,1.5
2305, C Class,2019,26500,Semi-Auto,3000,145,60.1,Diesel,1.6
2306, C Class,2019,31400,Semi-Auto,100,145,64.2,Diesel,2.0
2307, C Class,2017,18510,Semi-Auto,27573,30,64.2,Diesel,2.1
2308, C Class,2015,17999,Semi-Auto,15566,125,50.4,Petrol,2.0
2309, C Class,2019,35499,Semi-Auto,2616,145,36.2,Petrol,3.0
2310, C Class,2019,30199,Semi-Auto,2456,145,56.5,Diesel,2.0
2311, C Class,2019,31609,Semi-Auto,1000,145,64.2,Diesel,2.0
2312, C Class,2019,27499,Semi-Auto,3325,145,60.1,Diesel,1.6
2313, C Class,2019,34579,Semi-Auto,1000,145,44.1,Petrol,1.5
2314, C Class,2019,35539,Semi-Auto,1000,145,57.7,Diesel,2.0
2315, C Class,2019,60859,Semi-Auto,1000,145,28.5,Petrol,4.0
2316, C Class,2016,18624,Semi-Auto,21603,125,52.3,Petrol,2.0
2317, C Class,2017,28624,Semi-Auto,41045,265,36.2,Petrol,3.0
2318, C Class,2019,41949,Semi-Auto,11470,145,29.7,Petrol,3.0
2319, C Class,2019,25449,Semi-Auto,13193,145,47.1,Petrol,1.5
2320, C Class,2019,23949,Semi-Auto,14658,145,46.3,Petrol,1.5
2321, C Class,2019,22699,Semi-Auto,23185,145,46.3,Petrol,1.5
2322, C Class,2019,19849,Semi-Auto,13977,145,46.3,Petrol,1.5
2323, C Class,2019,20149,Semi-Auto,11784,145,46.3,Petrol,1.5
2324, C Class,2019,19899,Semi-Auto,13347,145,46.3,Petrol,1.5
2325, C Class,2019,25949,Semi-Auto,10201,145,47.1,Petrol,1.5
2326, C Class,2019,19899,Semi-Auto,13359,145,46.3,Petrol,1.5
2327, C Class,2019,20149,Semi-Auto,11761,145,46.3,Petrol,1.5
2328, C Class,2019,25799,Semi-Auto,11056,145,47.1,Petrol,1.5
2329, C Class,2019,20449,Semi-Auto,13865,145,61.4,Diesel,2.0
2330, C Class,2018,22549,Semi-Auto,5437,145,46.3,Petrol,1.5
2331, C Class,2018,18799,Semi-Auto,14731,145,46.3,Petrol,1.5
2332, C Class,2016,18449,Semi-Auto,23077,30,64.2,Diesel,2.1
2333, C Class,2019,24999,Semi-Auto,6330,145,45.6,Petrol,1.5
2334, C Class,2019,31199,Semi-Auto,4979,145,41.5,Petrol,2.0
2335, C Class,2016,17999,Semi-Auto,28984,30,64.2,Diesel,2.1
2336, C Class,2019,24549,Semi-Auto,14642,145,46.3,Petrol,1.5
2337, C Class,2019,24399,Semi-Auto,13469,145,58.9,Diesel,2.0
2338, C Class,2016,17491,Automatic,18500,20,65.7,Diesel,2.1
2339, C Class,2019,28995,Automatic,3000,145,45.6,Petrol,1.5
2340, C Class,2019,19749,Semi-Auto,14730,150,46.3,Petrol,1.5
2341, C Class,2019,28400,Semi-Auto,16884,145,57.7,Diesel,2.0
2342, C Class,2018,22000,Semi-Auto,10998,145,46.3,Petrol,1.5
2343, C Class,2019,28359,Semi-Auto,6040,145,44.1,Petrol,2.0
2344, C Class,2019,28000,Semi-Auto,1999,145,43.5,Petrol,2.0
2345, C Class,2019,41400,Semi-Auto,3615,145,28.8,Petrol,3.0
2346, C Class,2019,28700,Semi-Auto,4000,145,47.1,Petrol,1.5
2347, C Class,2019,28000,Semi-Auto,10648,145,44.1,Petrol,2.0
2348, C Class,2020,30500,Semi-Auto,100,145,64.2,Diesel,2.0
2349, C Class,2019,28589,Semi-Auto,7075,145,57.7,Diesel,2.0
2350, C Class,2019,26589,Semi-Auto,3762,145,60.1,Diesel,1.6
2351, C Class,2019,37899,Semi-Auto,7411,145,29.4,Petrol,3.0
2352, C Class,2019,28949,Semi-Auto,6565,145,57.7,Diesel,2.0
2353, C Class,2018,23199,Semi-Auto,8942,145,46.3,Petrol,1.5
2354, C Class,2019,30799,Semi-Auto,8947,145,57.7,Diesel,2.0
2355, C Class,2019,24299,Semi-Auto,12546,145,61.4,Diesel,2.0
2356, C Class,2019,30699,Semi-Auto,9914,145,57.7,Diesel,2.0
2357, C Class,2018,28749,Semi-Auto,6449,145,54.3,Diesel,2.0
2358, C Class,2019,30995,Semi-Auto,14,145,42.8,Petrol,2.0
2359, C Class,2019,29995,Semi-Auto,21,145,61.4,Diesel,2.0
2360, C Class,2019,29995,Semi-Auto,22,145,61.4,Diesel,2.0
2361, C Class,2019,29995,Semi-Auto,13,145,55.4,Diesel,2.0
2362, C Class,2019,29995,Automatic,14,145,42.8,Petrol,2.0
2363, C Class,2018,28374,Automatic,8962,145,54.3,Diesel,2.0
2364, C Class,2016,31995,Automatic,11891,260,36.2,Petrol,3.0
2365, C Class,2016,22624,Semi-Auto,10271,145,49.6,Petrol,2.0
2366, C Class,2020,39995,Semi-Auto,328,145,44.1,Petrol,1.5
2367, C Class,2019,30995,Automatic,6959,145,57.7,Diesel,2.0
2368, C Class,2020,39309,Semi-Auto,1000,145,46.3,Diesel,2.0
2369, C Class,2016,36399,Semi-Auto,27416,300,34.5,Petrol,4.0
2370, C Class,2019,32899,Semi-Auto,4378,145,55.4,Diesel,2.0
2371, C Class,2019,33299,Semi-Auto,2838,145,42.2,Petrol,2.0
2372, C Class,2019,34099,Semi-Auto,6033,145,44.1,Petrol,2.0
2373, C Class,2019,30499,Semi-Auto,1126,145,56.5,Diesel,2.0
2374, C Class,2019,26599,Semi-Auto,4000,145,46.3,Petrol,1.5
2375, C Class,2019,28491,Automatic,3000,145,47.1,Petrol,1.5
2376, C Class,2014,14491,Manual,23000,125,52.3,Petrol,2.0
2377, C Class,2017,42991,Automatic,7100,300,34.5,Petrol,4.0
2378, C Class,2016,35991,Automatic,18900,300,34.5,Petrol,4.0
2379, C Class,2016,16695,Semi-Auto,41000,30,64.2,Diesel,2.1
2380, C Class,2015,14490,Semi-Auto,41590,125,52.3,Petrol,2.0
2381, C Class,2019,24724,Semi-Auto,10545,145,47.1,Petrol,1.5
2382, C Class,2019,31995,Semi-Auto,37,145,44.1,Petrol,2.0
2383, C Class,2020,30500,Semi-Auto,999,145,64.2,Diesel,2.0
2384, C Class,2018,39000,Semi-Auto,7011,150,29.1,Petrol,3.0
2385, C Class,2016,17500,Semi-Auto,41758,0,134.5,Hybrid,2.0
2386, C Class,2018,15999,Semi-Auto,41650,145,65.7,Diesel,2.1
2387, C Class,2019,25599,Semi-Auto,13624,145,46.3,Petrol,1.5
2388, C Class,2019,29999,Semi-Auto,13109,145,57.7,Diesel,2.0
2389, C Class,2019,30299,Semi-Auto,2230,145,61.4,Diesel,2.0
2390, C Class,2018,25299,Semi-Auto,13440,145,64.2,Diesel,2.0
2391, C Class,2019,19899,Semi-Auto,13633,145,46.3,Petrol,1.5
2392, C Class,2019,19849,Semi-Auto,14017,145,46.3,Petrol,1.5
2393, C Class,2019,21099,Semi-Auto,4535,145,46.3,Petrol,1.5
2394, C Class,2020,30500,Semi-Auto,199,145,64.2,Diesel,2.0
2395, C Class,2019,29950,Semi-Auto,6605,145,57.7,Diesel,2.0
2396, C Class,2019,29500,Semi-Auto,7610,145,57.7,Diesel,2.0
2397, C Class,2019,30500,Semi-Auto,7098,145,57.7,Diesel,2.0
2398, C Class,2019,30500,Semi-Auto,3180,145,57.7,Diesel,2.0
2399, C Class,2015,15250,Semi-Auto,43348,30,62.8,Diesel,2.1
2400, C Class,2014,10995,Semi-Auto,39802,145,53.3,Diesel,2.1
2401, C Class,2016,23991,Automatic,27500,200,42.8,Petrol,2.0
2402, C Class,2018,39991,Automatic,9000,145,29.4,Petrol,3.0
2403, C Class,2019,30799,Automatic,7264,145,55.4,Diesel,2.0
2404, C Class,2019,29699,Automatic,4542,145,56.5,Diesel,2.0
2405, C Class,2019,28499,Automatic,1864,145,45.6,Petrol,1.5
2406, C Class,2019,26299,Semi-Auto,13237,145,47.1,Petrol,1.5
2407, C Class,2018,24199,Semi-Auto,6812,145,58.9,Diesel,2.0
2408, C Class,2019,25449,Semi-Auto,13197,145,47.1,Petrol,1.5
2409, C Class,2019,19849,Semi-Auto,14074,145,46.3,Petrol,1.5
2410, C Class,2019,19799,Semi-Auto,14401,145,46.3,Petrol,1.5
2411, C Class,2019,25349,Semi-Auto,10544,145,44.1,Petrol,1.5
2412, C Class,2019,24849,Semi-Auto,5000,145,44.1,Petrol,1.5
2413, C Class,2017,25999,Semi-Auto,6600,145,47.1,Petrol,2.0
2414, C Class,2018,22991,Automatic,12000,145,44.1,Petrol,1.5
2415, C Class,2016,19999,Semi-Auto,24137,125,51.4,Petrol,2.0
2416, C Class,2019,20299,Semi-Auto,14184,145,46.3,Petrol,1.5
2417, C Class,2019,20349,Semi-Auto,14012,145,46.3,Petrol,1.5
2418, C Class,2019,29349,Semi-Auto,11561,145,57.7,Diesel,2.0
2419, C Class,2019,26349,Semi-Auto,10299,145,61.4,Diesel,2.0
2420, C Class,2019,42099,Semi-Auto,3076,145,28.0,Petrol,3.0
2421, C Class,2019,25849,Semi-Auto,10977,145,47.1,Petrol,1.5
2422, C Class,2019,25349,Semi-Auto,9728,145,46.3,Petrol,1.5
2423, C Class,2019,19799,Semi-Auto,14422,145,46.3,Petrol,1.5
2424, C Class,2019,25499,Semi-Auto,15175,145,61.4,Diesel,2.0
2425, C Class,2018,28199,Semi-Auto,9252,145,54.3,Diesel,2.0
2426, C Class,2019,23879,Manual,551,145,47.1,Petrol,1.6
2427, C Class,2019,29099,Semi-Auto,5088,145,47.1,Petrol,1.5
2428, C Class,2019,34579,Semi-Auto,1000,145,44.1,Petrol,1.5
2429, C Class,2019,36999,Semi-Auto,1000,145,55.4,Diesel,2.0
2430, C Class,2019,33789,Semi-Auto,1000,145,61.4,Diesel,2.0
2431, C Class,2015,17749,Semi-Auto,19039,30,64.2,Diesel,2.1
2432, C Class,2017,18999,Semi-Auto,31727,145,64.2,Diesel,2.1
2433, C Class,2019,25149,Semi-Auto,13157,145,45.6,Petrol,1.5
2434, C Class,2019,20399,Semi-Auto,13334,145,46.3,Petrol,1.5
2435, C Class,2019,30349,Semi-Auto,438,145,44.1,Petrol,2.0
2436, C Class,2016,17849,Semi-Auto,45557,30,61.4,Diesel,2.1
2437, C Class,2017,22449,Semi-Auto,44998,30,65.7,Diesel,2.1
2438, C Class,2016,17299,Semi-Auto,66500,125,60.1,Diesel,2.1
2439, C Class,2016,17999,Semi-Auto,21040,30,64.2,Diesel,1.6
2440, C Class,2019,25999,Semi-Auto,15195,145,61.4,Diesel,2.0
2441, C Class,2019,27799,Semi-Auto,3251,145,61.4,Diesel,2.0
2442, C Class,2019,26589,Automatic,3070,145,60.1,Diesel,1.6
2443, C Class,2018,23199,Automatic,9136,145,46.3,Petrol,1.5
2444, C Class,2019,20449,Semi-Auto,14005,145,61.4,Diesel,2.0
2445, C Class,2018,26199,Automatic,9366,145,65.7,Diesel,2.1
2446, C Class,2018,19599,Semi-Auto,13053,145,61.4,Diesel,2.0
2447, C Class,2019,23289,Semi-Auto,15458,145,61.4,Diesel,2.0
2448, C Class,2019,25399,Automatic,6612,145,45.6,Petrol,1.5
2449, C Class,2019,27299,Semi-Auto,1000,145,46.3,Petrol,1.5
2450, C Class,2018,28699,Semi-Auto,5234,145,57.7,Diesel,2.0
2451, C Class,2019,31609,Semi-Auto,1000,145,64.2,Diesel,2.0
2452, C Class,2019,26699,Semi-Auto,5500,145,43.5,Petrol,2.0
2453, C Class,2016,24799,Automatic,30385,30,65.7,Diesel,2.1
2454, C Class,2019,27199,Semi-Auto,3780,145,42.2,Petrol,2.0
2455, C Class,2019,20699,Semi-Auto,10037,145,64.2,Diesel,2.1
2456, C Class,2017,23699,Semi-Auto,7978,20,67.3,Diesel,2.1
2457, C Class,2018,21449,Semi-Auto,2684,145,44.1,Petrol,1.5
2458, C Class,2019,30849,Semi-Auto,8473,145,54.3,Diesel,2.0
2459, C Class,2019,46999,Semi-Auto,9962,145,29.7,Petrol,3.0
2460, C Class,2019,28199,Semi-Auto,10452,145,57.7,Diesel,2.0
2461, C Class,2019,27499,Semi-Auto,1211,145,58.9,Diesel,1.6
2462, C Class,2019,29299,Semi-Auto,2905,145,61.4,Diesel,2.0
2463, C Class,2016,19799,Automatic,17000,30,64.2,Diesel,2.1
2464, C Class,2016,20399,Semi-Auto,15000,30,64.2,Diesel,2.1
2465, C Class,2018,23799,Semi-Auto,3640,145,47.9,Petrol,2.0
2466, C Class,2019,31699,Semi-Auto,3358,145,57.7,Diesel,2.0
2467, C Class,2019,30799,Semi-Auto,7031,145,61.4,Diesel,2.0
2468, C Class,2019,31199,Semi-Auto,4885,145,64.2,Diesel,2.0
2469, C Class,2019,34799,Semi-Auto,3435,145,44.1,Petrol,1.5
2470, C Class,2019,68399,Semi-Auto,1282,145,28.0,Petrol,4.0
2471, C Class,2019,31529,Automatic,1000,145,51.4,Diesel,2.0
2472, C Class,2019,35049,Automatic,1000,145,44.1,Petrol,1.5
2473, C Class,2019,38289,Automatic,1000,145,54.3,Diesel,2.0
2474, C Class,2019,32289,Automatic,1000,145,46.3,Petrol,1.5
2475, C Class,2019,32069,Automatic,1000,145,64.2,Diesel,2.0
2476, C Class,2019,32069,Automatic,1000,145,64.2,Diesel,2.0
2477, C Class,2019,30299,Automatic,7478,145,55.4,Diesel,2.0
2478, C Class,2019,67699,Automatic,544,145,28.0,Petrol,4.0
2479, C Class,2019,35399,Semi-Auto,1273,145,44.1,Petrol,1.5
2480, C Class,2019,24849,Automatic,1446,145,45.6,Petrol,1.5
2481, C Class,2019,24789,Automatic,428,145,44.1,Petrol,1.5
2482, C Class,2019,39299,Automatic,8628,145,29.4,Petrol,3.0
2483, C Class,2019,25099,Automatic,3400,145,42.2,Petrol,1.6
2484, C Class,2019,27199,Automatic,754,145,46.3,Petrol,1.5
2485, C Class,2019,23399,Automatic,3816,145,44.1,Petrol,1.5
